SIREN;NIC;SIRET;Statut de diffusion de l'établissement;Date de création de l'établissement;Tranche de l'effectif de l'établissement;Tranche de l'effectif de l'établissement triable;Année de la tranche d'effectif de l'établissement;Activité principale de l'établissement;Date de la dernière mise à jour de l'établissement;Etablissement siège;Nombre de periodes de l'établissement;Complément d'adresse de l'établissement;Numéro de voie de l'établissement;Indice de répétition de l'établissement;Type de voie de l'établissement;Libellé de la voie de l'établissement;Code postal de l'établissement;Commune de l'établissement;Libellé de la commune de l'établissement à l'étranger;Distribution spéciale de l'établissement;Code commune de l'établissement;Code cedex de l'établissement;Libellé cedex de l'établissement;Code du pays de l'établissement étranger;Libellé du pays de l'établissement étranger;Complément d'adresse de l'établissement 2;Numero de voie de l'établissement 2;Indice de répétition de l'établissement 2;Type de voie de l'établissement 2;Libellé de la voie de l'établissement 2;Code postal de l'établissement 2;Libellé de la commune de l'établissement 2;Libellé de la commune de l'établissement étranger 2;Distribution spéciale de l'établissement 2;Code de la commune de l'établissement 2;Code cedex de l'établissement 2;Libellé cedex de l'établissement 2;Code pays de l'établissement;Libellé du pays de l'établissement étranger;Date du début de la période de l'établissement;Etat administratif de l'établissement;Enseigne de l'établissement 1;Enseigne de l'établissement 2;Enseigne de l'établissement 3;Dénomination usuelle de l'établissement;Activité principale de l'établissement;Nomenclature principale de l'établissement;Caractère employeur de l'établissement;Statut de diffusion de l'unité légale;Unité légale purgée;Date de création de l'unité légale;Sigle de l'unité légale;Civilité de la personne physique;Prénom de la personne physique 1;Prénom de la personne physique 2;Prénom de la personne physique 3;Prénom de la personne physique 4;Prénom usuel de la personne physique;Pseudonyme de la personne physique;Identifiant association de l'unité légale;Tranche de l'effectif de l'unité légale;Tranche de l'effectif de l'unité légale triable;Année de la tranche de l'effectif de l'unité légale;Date du dernier traitement de l'unité légale;Nombre de périodes de l'unité légale;Catégorie de l'entreprise;Année de la catégorie de l'entreprise;Date de début de l'unité légale;Etat administratif de l'unité légale;Nom de la personne physique;Nom d'usage de la personne physique;Dénomination de l'unité légale;Dénomination usuelle de l'unité légale 1;Dénomination usuelle de l'unité légale 2;Dénomination usuelle de l'unité légale 3;Catégorie juridique de l'unité légale;Activité principale de l'unité légale;Nomenclature de l'activité principale de l'unité légale;NIC du siège de l'unité légale;Economie sociale et solidaire unité légale;Société à mission unité légale;Caractère employeur de l'unité légale;Code EPCI de l'établissement;Libellé de l'EPCI de l'établissement;Code de l'arrondissement de l'établissement;Code du département de l'établissement;Département de l'établissement;Code de la région de l'établissement;Région de l'établissement;Section de l'établissement;Sous-section de l'établissement;Division de l'établissement;Groupe de l'établissement;Classe de l'établissement;Section de l'unité légale;Sous-section de l'unité légale;Division de l'unité légale;Groupe de l'unité légale;Classe de l'unité légale;Nature juridique de l'unité légale;Première ligne de l'adressage;Adresse de l'établissement;SIRET du siège de l'unité légale;Date de fermeture de l'établissement;Date de fermeture de l'unité légale;Géolocalisation de l'établissement
822805800;00023;82280580000023;P;2016-10-20;;;;;2019-02-20T08:42:47-03:00;non;2;[ND];[ND];[ND];[ND];[ND];[ND];LILLE;;[ND];59350;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2016-12-31;Fermé;[ND];[ND];[ND];[ND];86.23Z;NAFRev2;Non;P;;2016-10-20;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2022-04-22T12:44:11-03:00;4;PME;2020;2022-01-07;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;86.23Z;NAFRev2;00049;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé humaine et action sociale;Activités pour la santé humaine;Activité des médecins et des dentistes;Pratique dentaire;Pratique dentaire;Santé humaine et action sociale;Activités pour la santé humaine;Activité des médecins et des dentistes;Pratique dentaire;Pratique dentaire;Entrepreneur individuel;;[ND] [ND] [ND] [ND];82280580000049;2016-12-31;;50.631855028, 3.046986424
447673534;00015;44767353400015;O;2003-03-04;Etablissement non employeur;-1;;;2015-02-06T09:03:56-03:00;non;4;;5;;Avenue;LOUIS PLUQUET;59100;ROUBAIX;;;59512;;;;;;;;;;;;;;;;;;;2014-05-19;Fermé;;;;;41.10D;NAFRev2;Non;O;;2003-03-04;;;;;;;;;;Etablissement non employeur;-1;;2019-01-17T00:58:48-03:00;5;;;2018-03-30;Cessée;;;SCI TOUFFLERS GLYCINES;;;;6541;41.10D;NAFRev2;00023;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Supports juridiques de programmes;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Supports juridiques de programmes;Société civile immobilière de construction-vente;;5 Avenue LOUIS PLUQUET;44767353400023;2014-05-19;2018-03-30;50.685258, 3.161972
398033381;00029;39803338100029;O;2004-06-30;Etablissement non employeur;-1;;;2021-02-23T08:21:47-03:00;oui;4;CHATEAU ROUGE;280;;Avenue;DE LA MARNE;59700;MARCQ-EN-BAROEUL;;;59378;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;;;;;46.16Z;NAFRev2;Oui;O;;1994-08-16;;;;;;;;;;Etablissement non employeur;-1;;2017-05-20T00:23:01-03:00;6;PME;2020;2008-01-01;Active;;;PATRICK DESCHEEMAEKER SARL;;;;5499;46.16Z;NAFRev2;00029;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;Société à responsabilité limitée (sans autre indication);;280 Avenue DE LA MARNE;39803338100029;;;50.676023, 3.109035
447998394;00012;44799839400012;O;1980-12-31;Etablissement non employeur;-1;;;2014-04-02T09:32:07-03:00;non;4;;23;;Rue;DU CAMP FRANCAIS;59260;LEZENNES;;;59346;;;;;;;;;;;;;;;;;;;2013-05-07;Fermé;;;;;93.12Z;NAFRev2;Non;O;;1980-12-31;LNVL;;;;;;;;W595006261;Etablissement non employeur;-1;;2023-04-13T17:20:09-03:00;6;;;2016-12-10;Cessée;;;LIGUE NORD PICARDIE DE VOL LIBRE;;;;9220;93.12Z;NAFRev2;00020;O;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Association déclarée;;23 Rue DU CAMP FRANCAIS;44799839400020;2013-05-07;2016-12-10;50.610851, 3.112009
447724469;00013;44772446900013;O;2003-03-14;Etablissement non employeur;-1;;;2008-11-08T00:23:45-02:00;oui;2;48-50;48;;Rue;DE LA CROIX ROUGE;59200;TOURCOING;;;59599;;;;;;;;;;;;;;;;;;;2003-04-30;Fermé;;;;;;;;O;;2003-03-14;;;;;;;;;;;;;;3;;;2003-04-30;Cessée;;;ASSAADA;;;;5499;;;00013;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;;;;;;;;;;;Société à responsabilité limitée (sans autre indication);;48 Rue DE LA CROIX ROUGE;44772446900013;2003-04-30;2003-04-30;50.72685, 3.170634
783647845;00016;78364784500016;O;1900-01-01;Etablissement non employeur;-1;;;2023-01-18T13:12:55-03:00;oui;3;;275;;Rue;ROGER SALENGRO - HELLEMMES;59260;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;;;;;93.12Z;NAFRev2;Non;O;;1900-01-01;;;;;;;;;;Etablissement non employeur;-1;;2017-05-19T23:04:13-03:00;4;;;2016-01-01;Active;;;ASSOCIATION SPORTIVE;;;;9220;93.12Z;NAFRev2;00016;O;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Association déclarée;;275 Rue ROGER SALENGRO - HELLEMMES;78364784500016;;;50.625698, 3.113768
399726827;00039;39972682700039;O;2001-12-01;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;non;4;CESCA;96;;Rue;DE MARQUILLIES;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2003-11-18;Fermé;;;;;45.3F;NAFRev1;Non;O;;1995-01-02;;;;;;;;;;;;;2010-04-15T14:54:20-03:00;4;;;1999-04-16;Active;;;CESCA CHAUFF ELECT SANIT CLIMAT ADDUCT;;;;5499;45.3F;NAF1993;00013;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Construction;Construction;Travaux d'installation;Installation d'équipements thermiques et de climatisation;Construction;Construction;Construction;Travaux d'installation;Installation d'équipements thermiques et de climatisation;Société à responsabilité limitée (sans autre indication);;96 Rue DE MARQUILLIES;39972682700013;2003-11-18;;50.614559, 3.054916
909836173;00015;90983617300015;O;2022-01-19;;;;4331ZB;2022-10-20T11:50:41-03:00;oui;2;;48;;Rue;DE LYS;59115;LEERS;;;59339;;;;;;;;;;;;;;;;;;;2022-04-01;Actif;;;;;43.31Z;NAFRev2;Oui;O;;2022-01-19;;;;;;;;;;;;;2022-10-20T11:50:41-03:00;2;;;2022-04-01;Active;;;PRO-PLATRE;;;;5710;43.31Z;NAFRev2;00015;N;N;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Travaux de construction spécialisés;Travaux de finition;Travaux de plâtrerie;Travaux de plâtrerie;Construction;Travaux de construction spécialisés;Travaux de finition;Travaux de plâtrerie;Travaux de plâtrerie;SAS, société par actions simplifiée;;48 Rue DE LYS;90983617300015;;;50.678741, 3.23714
434684825;00012;43468482500012;O;2001-01-15;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;non;5;LT6 BAT A;53;;Rue;JEAN JAURES;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2003-12-25;Fermé;;;;;32.1D;NAFRev1;Non;O;;2001-01-15;;;;;;;;;;Etablissement non employeur;-1;;2009-09-26T12:39:34-03:00;6;;;2006-09-30;Active;;;E.A.S;;;;5499;45.3E;NAFRev1;00020;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Industrie manufacturière;Fabrication d'équipements électriques et électroniques;Fabrication d'équipements de radio, télévision et communication;Fabrication de composants électroniques;Assemblage de cartes électroniques pour compte de tiers;Construction;Construction;Construction;Travaux d'installation;Installation d'eau et de gaz;Société à responsabilité limitée (sans autre indication);;53 Rue JEAN JAURES;43468482500020;;;50.620567, 3.075434
883119786;00019;88311978600019;O;2020-04-01;;;;;2020-04-29T11:35:08-03:00;oui;1;;42;;Rue;DE LILLE;59420;MOUVAUX;;;59421;;;;;;;;;;;;;;;;;;;2020-04-01;Actif;;;;;68.20A;NAFRev2;Non;O;;2020-04-01;;Masculin;VALENTIN;;;;VALENTIN;;;;;;2021-07-23T10:28:33-03:00;1;;;2020-04-01;Active;GUYON DE LA BERGE;;;;;;1000;68.20A;NAFRev2;00019;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;Entrepreneur individuel;Monsieur VALENTIN GUYON DE LA BERGE;42 Rue DE LILLE;88311978600019;;;50.697144, 3.130885
413072778;00017;41307277800017;O;1997-05-15;;;;;2011-05-02T21:31:23-03:00;non;3;;78;;Rue;DU GENERAL DAME;59320;HAUBOURDIN;;;59286;;;;;;;;;;;;;;;;;;;1998-11-30;Fermé;;;;;74.1J;NAF1993;Non;O;;1997-05-15;;Féminin;GENEVIEVE;;;;GENEVIEVE;;;Etablissement non employeur;-1;;2017-05-20T01:53:12-03:00;6;PME;2020;2010-01-01;Active;TAVERNE;SALLE;;;;;1000;74.10Z;NAFRev2;00025;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Immobilier, location et services aux entreprises;Immobilier, location et services aux entreprises;Services fournis principalement aux entreprises;Activités juridiques, comptables et de conseil de gestion;Administration d'entreprises;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités spécialisées de design;Activités spécialisées de design;Activités spécialisées de design;Entrepreneur individuel;Madame GENEVIEVE TAVERNE;78 Rue DU GENERAL DAME;41307277800025;1998-11-30;;50.604567, 2.992276
492361571;00010;49236157100010;O;2006-10-16;Etablissement non employeur;-1;;;2009-06-27T10:27:35-03:00;oui;3;;81;;Rue;DE PARIS;59200;TOURCOING;;;59599;;;;;;;;;;;;;;;;;;;2008-01-01;Fermé;;;;;46.73A;NAFRev2;Oui;O;;2006-10-16;;;;;;;;;;Etablissement non employeur;-1;;2009-06-27T10:27:34-03:00;2;;;2008-01-01;Active;;;MARTIN ET MARTIN;MARTIN ET MARTIN;;;5499;46.73A;NAFRev2;00010;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Autres commerces de gros spécialisés;Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;Société à responsabilité limitée (sans autre indication);;81 Rue DE PARIS;49236157100010;;;50.721234, 3.14371
842488777;00017;84248877700017;O;2018-10-01;;;;;2022-05-23T08:36:10-03:00;non;2;;143;B;Rue;DU DOCTEUR DUCROQUET;59700;MARCQ-EN-BAROEUL;;;59378;;;;;;;;;;;;;;;;;;;2022-04-01;Fermé;;;;;64.30Z;NAFRev2;Non;O;;2018-10-01;;;;;;;;;;;;;2022-06-04T09:19:12-03:00;2;PME;2020;2022-04-01;Active;;;SPFPL CD PATRIMOINE;;;;5470;64.30Z;NAFRev2;00025;N;N;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Fonds de placement et entités financières similaires;Fonds de placement et entités financières similaires;Fonds de placement et entités financières similaires;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Fonds de placement et entités financières similaires;Fonds de placement et entités financières similaires;Fonds de placement et entités financières similaires;Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL);;143 B Rue DU DOCTEUR DUCROQUET;84248877700025;2022-04-01;;50.680367, 3.090035
753646652;00010;75364665200010;O;2012-09-01;;;;;2012-09-06T10:06:15-03:00;oui;1;;65;B;Rue;DU BRUN PAIN;59200;TOURCOING;;;59599;;;;;;;;;;;;;;;;;;;2012-09-01;Actif;;;;;47.99B;NAFRev2;Non;O;;2012-09-01;;Féminin;STEPHANIE;;;;STEPHANIE;;;;;;2017-05-19T22:47:06-03:00;1;PME;2020;2012-09-01;Active;DAUMONT;;;;;;1000;47.99B;NAFRev2;00010;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Autres commerces de détail hors magasin, éventaires ou marchés;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Autres commerces de détail hors magasin, éventaires ou marchés;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.;Entrepreneur individuel;Madame STEPHANIE DAUMONT;65 B Rue DU BRUN PAIN;75364665200010;;;50.725458, 3.143431
810884171;00010;81088417100010;O;2014-07-31;;;;;2015-04-16T12:15:07-03:00;oui;1;;117;;Rue;MARX DORMOY;59113;SECLIN;;;59560;;;;;;;;;;;;;;;;;;;2014-07-31;Actif;;;;;94.99Z;NAFRev2;Non;O;;2014-07-31;HARPS;;;;;;;;W595023876;;;;2018-04-17T07:06:25-03:00;2;;;2016-01-01;Active;;;HOUILLEZ ALAIN RESEARCH POLE FOR SPINE;;;;9220;94.99Z;NAFRev2;00010;O;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;Association déclarée;;117 Rue MARX DORMOY;81088417100010;;;50.548565, 3.022786
538551581;00035;53855158100035;O;2020-02-15;;;;7420ZQ;2021-04-03T08:45:28-03:00;oui;1;;91;B;Rue;EMILE ZOLA;59320;HALLENNES-LEZ-HAUBOURDIN;;;59278;;;;;;;;;;;;;;;;;;;2020-02-15;Actif;;;;MAEVA SEVERE;74.20Z;NAFRev2;Non;O;;2011-11-08;;Féminin;MAEVA;;;;MAEVA;;;;;;2021-04-03T08:45:28-03:00;3;PME;2020;2020-02-15;Active;SEVERE;;;MAEVA SEVERE;;;1000;74.20Z;NAFRev2;00035;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités photographiques;Activités photographiques;Activités photographiques;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités photographiques;Activités photographiques;Activités photographiques;Entrepreneur individuel;Madame MAEVA SEVERE;91 B Rue EMILE ZOLA;53855158100035;;;50.616418, 2.967084
790041958;00014;79004195800014;O;2012-12-15;;;;;2012-12-19T04:41:35-03:00;oui;1;;18;;Rue;RAOUL FOLLEREAU;59150;WATTRELOS;;;59650;;;;;;;;;;;;;;;;;;;2012-12-15;Actif;;;;;45.11Z;NAFRev2;Non;O;;2012-12-15;;Masculin;FAYCAL;;;;FAYCAL;;;;;;2017-05-19T23:21:32-03:00;1;PME;2020;2012-12-15;Active;BERRA;;;;;;1000;45.11Z;NAFRev2;00014;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce de voitures et de véhicules automobiles légers;Commerce de voitures et de véhicules automobiles légers;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce de voitures et de véhicules automobiles légers;Commerce de voitures et de véhicules automobiles légers;Entrepreneur individuel;Monsieur FAYCAL BERRA;18 Rue RAOUL FOLLEREAU;79004195800014;;;50.713874, 3.191403
428998421;00013;42899842100013;O;1987-04-23;1 ou 2 salariés;1;2020;;2022-08-29T06:07:41-03:00;oui;5;SALLE DES SPORTS;;;Rue;FRANCIS LAUWERS;59193;ERQUINGHEM-LYS;;;59202;;;;;;;;;;;;;;;;;;;2008-12-31;Actif;;;;;93.12Z;NAFRev2;Oui;O;;1987-04-23;;;;;;;;;W595014368;1 ou 2 salariés;1;2020;2022-08-29T06:07:41-03:00;8;PME;2020;2018-09-01;Active;;;VITA GYM;;;;9220;93.12Z;NAFRev2;00013;O;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Association déclarée;;Rue FRANCIS LAUWERS;42899842100013;;;50.67582, 2.845084
797592730;00015;79759273000015;P;2013-10-01;;;;;2018-12-20T07:02:32-03:00;non;2;[ND];[ND];[ND];[ND];[ND];[ND];ROUBAIX;;[ND];59512;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2018-12-01;Fermé;[ND];[ND];[ND];[ND];70.21Z;NAFRev2;Non;P;;2013-10-01;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2023-04-01T11:14:10-03:00;4;;;2023-03-14;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;70.21Z;NAFRev2;00023;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil en relations publiques et communication;Conseil en relations publiques et communication;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil en relations publiques et communication;Conseil en relations publiques et communication;Entrepreneur individuel;;[ND] [ND] [ND] [ND];79759273000023;2018-12-01;;50.688368522, 3.181903136
448398065;00012;44839806500012;O;2002-05-14;Etablissement non employeur;-1;;;2023-04-13T17:23:04-03:00;oui;4;;44;;Rue;GAMBETTA;59491;VILLENEUVE D'ASCQ;;;59009;;;;;;;;;;;;;;;;;;;2009-03-06;Fermé;;;;;90.01Z;NAFRev2;Non;O;;2002-05-14;;;;;;;;;W595005396;Etablissement non employeur;-1;;2023-04-13T17:23:04-03:00;4;;;2009-03-06;Cessée;;;HARMONIE DU BOURG;;;;9220;90.01Z;NAFRev2;00012;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Arts du spectacle vivant;Arts du spectacle vivant;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Arts du spectacle vivant;Arts du spectacle vivant;Association déclarée;;44 Rue GAMBETTA;44839806500012;2009-03-06;2009-03-06;50.637916, 3.147134
823680467;00029;82368046700029;O;2017-12-13;3 à 5 salariés;2;2020;5610CQ;2022-08-29T07:14:29-03:00;oui;1;;392;;Rue;LEON GAMBETTA;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2017-12-13;Actif;;;;3COQS;56.10C;NAFRev2;Oui;O;;2016-10-25;;;;;;;;;;3 à 5 salariés;2;2020;2022-08-29T07:14:29-03:00;3;PME;2020;2019-12-12;Active;;;3COQS;;;;5710;56.10C;NAFRev2;00029;N;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration de type rapide;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration de type rapide;SAS, société par actions simplifiée;;392 Rue LEON GAMBETTA;82368046700029;;;50.626517, 3.047379
423997337;00013;42399733700013;O;1999-07-01;;;;;2019-11-14T11:00:47-03:00;oui;3;;189;;Rue;DE MENIN;59520;MARQUETTE-LEZ-LILLE;;;59386;;;;;;;;;;;;;;;;;;;2000-04-10;Fermé;;;;;60.2M;NAF1993;Non;O;;1999-07-01;;;;;;;;;;;;;;3;;;1999-12-25;Active;;;TRANSCOMBIMODAL;;;;5499;60.2M;NAF1993;00013;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Transports et communications;Transports et communications;Transports terrestres;Transports urbains et routiers;Transports routiers de marchandises interurbains;Transports et communications;Transports et communications;Transports terrestres;Transports urbains et routiers;Transports routiers de marchandises interurbains;Société à responsabilité limitée (sans autre indication);;189 Rue DE MENIN;42399733700013;2000-04-10;;50.681375, 3.083602
825054315;00015;82505431500015;O;2017-01-17;;;;;2017-01-19T05:40:45-03:00;oui;1;;16;;Rue;MOUCHOTTE;59139;WATTIGNIES;;;59648;;;;;;;;;;;;;;;;;;;2017-01-17;Actif;;;;;47.99A;NAFRev2;Non;O;;2017-01-17;;Féminin;COLYNE;ANDREE;JACQUELINE;;COLYNE;;;;;;2017-05-20T04:37:02-03:00;1;PME;2020;2017-01-17;Active;DE BAKKER;;;;;;1000;47.99A;NAFRev2;00015;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Autres commerces de détail hors magasin, éventaires ou marchés;Vente à domicile;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Autres commerces de détail hors magasin, éventaires ou marchés;Vente à domicile;Entrepreneur individuel;Madame COLYNE DE BAKKER;16 Rue MOUCHOTTE;82505431500015;;;50.58986, 3.04963
783889918;00018;78388991800018;O;;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;oui;1;;61;;Rue;LEON GAMBETTA;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;;Fermé;;;;;62.41;NAP;Non;O;true;;;Masculin;AOMAR;;;;AOMAR;;;;;;;1;;;;Cessée;AINSAR;;;;;;1000;62.41;NAP;00018;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Commerce de détail de fruits et légumes;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;;Commerce;Commerce de détail de fruits et légumes;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;;Commerce;Entrepreneur individuel;Monsieur AOMAR AINSAR;61 Rue LEON GAMBETTA;78388991800018;;;50.630938, 3.058536
448480376;00020;44848037600020;O;2005-04-01;;;;;2019-02-20T08:42:47-03:00;non;2;;71;;Rue;DE LA PLAINE;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2006-02-02;Fermé;;;;;72.2C;NAFRev1;Non;O;;2003-01-20;;Masculin;BERNARD;;;;BERNARD;;;Etablissement non employeur;-1;;2006-11-25T15:29:47-03:00;6;;;2006-06-01;Cessée;GUEFFIER;;;;;;1000;72.2C;NAFRev1;00038;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Immobilier, location et services aux entreprises;Immobilier, location et services aux entreprises;Activités informatiques;Réalisation de logiciels;Autres activités de réalisation de logiciels;Immobilier, location et services aux entreprises;Immobilier, location et services aux entreprises;Activités informatiques;Réalisation de logiciels;Autres activités de réalisation de logiciels;Entrepreneur individuel;Monsieur BERNARD GUEFFIER;71 Rue DE LA PLAINE;44848037600038;2006-02-02;2006-06-01;50.621548, 3.069212
